Event,CD45,CD45RA,CD19,CD11b,CD4,CD8,CD34,CD20,CD33,CD123,CD38,CD90,CD3,label,mean,median,clustered_label,x_y_label,clusterL1,clusterL2,point_x,point_y
4605,4.5464826,2.6306405,0.3999961,2.8360918,2.3172946,0.45363516,1.5427407,0.25678,5.463859,1.7044437,4.787436,-0.12757187,-0.22088474,CD11bhi_Monocyte_cells,2.045457196153846,1.7044437,3;2;0;1;,-0x1,0x1,,1/6,3/4
4606,3.8790138,0.3849132,-0.108715996,3.0184765,0.18470998,0.9113407,0.16039355,-0.069257446,4.95553,1.7949492,3.8848467,0.48358265,1.1455144,CD11bhi_Monocyte_cells,1.5865613259999998,0.9113407,3;2;0;1;,-0x1,0x1,,1/6,3/4
4607,4.6636047,1.0205804,-0.15922944,3.980783,1.9984053,1.0873673,0.9843874,-0.12332661,5.0697556,0.9086013,3.7324026,0.78031564,1.3561773,CD11bhi_Monocyte_cells,1.9461403453846156,1.0873673,3;2;0;1;,-0x1,0x1,,1/6,3/4
4608,5.079074,1.3843919,-0.09240144,3.2367027,3.3091435,-0.06286288,-0.07930243,0.7080421,5.2632794,1.3321999,3.9883456,2.6628413,0.21269698,CD11bhi_Monocyte_cells,2.072473125384615,1.3843919,3;2;0;1;,-0x1,0x1,,1/6,3/4
4609,4.636892,1.0544946,-0.022397472,3.6015532,1.8170931,0.9394906,0.73104745,-0.03999082,4.784435,1.8591728,4.1099563,0.17292055,-0.88890606,CD11bhi_Monocyte_cells,1.750443172923077,1.0544946,3;2;0;1;,-0x1,0x1,,1/6,3/4
4610,4.4352856,2.9841778,-0.050906733,2.8929543,2.8500118,1.2005881,-0.09509785,-1.3571279,4.5828805,2.9541564,2.641638,0.96451247,-0.08445144,CD11bhi_Monocyte_cells,1.8398939266923076,2.641638,3;2;0;1;,-0x1,0x1,,1/6,3/4
4611,4.1020703,0.7395812,-0.06460575,3.0749207,1.9367486,0.2662599,-0.021654554,-0.11239811,5.124188,2.1847346,4.120371,-0.1388084,0.90435594,CD11bhi_Monocyte_cells,1.701212571230769,0.90435594,3;2;0;1;,-0x1,0x1,,1/6,3/4
4612,4.4807143,-0.59518176,-0.12556495,4.3098493,2.1450849,1.9029326,0.16930637,-0.008547109,4.5496025,3.3051772,2.8710098,0.8015221,1.148072,CD11bhi_Monocyte_cells,1.919536711615384,1.9029326,3;2;0;1;,-0x1,0x1,,1/6,3/4
4613,4.8647914,-0.7617101,-0.03288269,3.0501192,2.630847,1.3551097,0.579688,-0.140773,5.302222,2.6140041,3.7765415,0.99385095,-0.77169794,CD11bhi_Monocyte_cells,1.8046238553846154,1.3551097,3;2;0;1;,-0x1,0x1,,1/6,3/4
4614,5.0827227,1.5104574,0.56368417,3.5351875,2.910732,-0.26196793,0.36238027,0.4886578,5.410804,1.934961,4.433286,0.25582045,-0.50127584,CD11bhi_Monocyte_cells,1.9788807323076922,1.5104574,3;2;0;1;,-0x1,0x1,,1/6,3/4
4615,4.6101704,-0.6525061,1.0278128,3.580745,2.5503414,0.91002315,1.750721,-0.56609356,5.1123776,2.2982976,4.6771207,0.6802778,1.019709,CD11bhi_Monocyte_cells,2.0768459069230767,1.750721,3;2;0;1;,-0x1,0x1,,1/6,3/4
4616,4.5992494,0.7026863,1.3367232,4.152283,2.142014,-0.06420305,-0.051729582,-0.06008109,4.4137964,2.0159936,3.2661474,-0.037810873,-0.2283002,CD11bhi_Monocyte_cells,1.7066745003846153,1.3367232,3;2;0;1;,-0x1,0x1,,1/6,3/4
4617,4.8406,-0.20840526,-0.04754275,2.8820493,2.7361753,0.35733792,-0.08035184,-0.09305648,5.3567476,1.8484691,4.3683195,0.40341672,0.35382187,CD11bhi_Monocyte_cells,1.7475062292307693,0.40341672,3;2;0;1;,-0x1,0x1,,1/6,3/4
4618,4.0976367,-0.20562255,-0.2495005,2.6583724,-0.035202947,0.9754536,1.5939848,0.21359894,4.722192,1.8067443,3.7560227,1.4577093,-0.11718727,CD11bhi_Monocyte_cells,1.5903231902307695,1.4577093,3;2;0;1;,-0x1,0x1,,1/6,3/4
4619,4.398137,1.350703,-0.04246344,3.2132719,2.8610945,0.2077169,0.8238631,-0.0042021093,4.3399305,2.0447671,3.5452285,0.26483184,1.0169232,CD11bhi_Monocyte_cells,1.8476770762076926,1.350703,3;2;0;1;,-0x1,0x1,,1/6,3/4
4620,4.5629563,-0.55339813,-0.10201236,3.1271071,2.3344135,1.2019634,-0.03565742,-0.045396436,3.7983303,1.9368961,3.6209366,0.84533733,0.4777983,CD11bhi_Monocyte_cells,1.6284057372307692,1.2019634,3;2;0;1;,-0x1,0x1,,1/6,3/4
4621,4.8175483,0.33163676,0.13426083,3.2550023,2.2282314,-0.34210303,0.079576164,0.5686573,5.1254225,1.481379,4.2672973,1.8913721,-1.0058163,CD11bhi_Monocyte_cells,1.7563434326153848,1.481379,3;2;0;1;,-0x1,0x1,,1/6,3/4
4622,3.6692822,-0.16526504,-0.076169014,3.5147727,1.5062882,1.100584,0.9999842,0.8642088,5.181497,1.3115853,4.0050488,0.09554771,1.3884507,CD11bhi_Monocyte_cells,1.7996781196923082,1.3115853,3;2;0;1;,-0x1,0x1,,1/6,3/4
4623,4.1525683,1.3091292,0.14120577,2.6429653,2.4956102,0.5474296,-0.09028376,0.27958086,4.611299,0.6401428,3.246689,-0.14259814,-0.35055074,CD11bhi_Monocyte_cells,1.4987067223076922,0.6401428,3;2;0;1;,-0x1,0x1,,1/6,3/4
4624,5.103074,0.0010798106,-0.24345012,2.4232059,2.2420936,-0.059030104,1.2174336,-0.03751455,4.7154207,2.6992242,3.0819519,1.3547062,1.4754934,CD11bhi_Monocyte_cells,1.8441298874307692,1.4754934,3;2;0;1;,-0x1,0x1,,1/6,3/4
4625,4.7446485,0.5723686,-0.066511795,4.0242686,1.819656,1.9971292,-0.027345754,-0.009429031,5.1590652,2.0467193,2.8547773,0.5310419,-0.7452908,CD11bhi_Monocyte_cells,1.7616228630769228,1.819656,3;2;0;1;,-0x1,0x1,,1/6,3/4
4626,4.2618666,-0.3981895,0.36569935,3.5537426,2.087541,0.46154803,0.89217526,-0.043308407,4.813437,1.8638067,5.1983395,1.2885953,1.0880823,CD11bhi_Monocyte_cells,1.956410441,1.2885953,3;2;0;1;,-0x1,0x1,,1/6,3/4
4627,4.9006233,1.534482,1.2411586,3.147233,2.4039998,0.22999907,-0.09411597,0.8285684,5.1321087,2.389062,3.9874425,1.0740701,-0.3363198,CD11bhi_Monocyte_cells,2.0337162846153847,1.534482,3;2;0;1;,-0x1,0x1,,1/6,3/4
4628,5.297294,1.0068247,0.35127166,3.5168927,3.0070264,0.7903041,0.82532173,-0.13888636,5.103641,1.991264,3.1297302,0.8738964,0.6506133,CD11bhi_Monocyte_cells,2.0311687561538463,1.0068247,3;2;0;1;,-0x1,0x1,,1/6,3/4
4629,4.311836,0.9642533,-0.061638948,4.0606003,0.38782674,0.6088097,0.9651376,-0.06720537,4.2325535,1.5246224,2.842012,0.7325195,1.4980427,CD11bhi_Monocyte_cells,1.6922591863076921,0.9651376,3;2;0;1;,-0x1,0x1,,1/6,3/4
4630,4.534359,-0.024329403,-0.072725214,3.1882856,3.5694878,-0.13794534,0.83032435,1.437041,4.8910904,1.926531,3.451701,0.7975226,-0.051934715,CD11bhi_Monocyte_cells,1.8722621598461537,1.437041,3;2;0;1;,-0x1,0x1,,1/6,3/4
4631,4.632608,2.1611516,-0.09382857,2.5377378,1.239084,0.19922571,0.8331465,-0.0020521686,5.3981433,0.013111283,4.34534,0.70896083,-0.15713668,CD11bhi_Monocyte_cells,1.6781147388,0.8331465,3;2;0;1;,-0x1,0x1,,1/6,3/4
4632,4.9694266,-0.14040242,-0.1396749,3.788612,3.1914582,1.3902265,0.37202948,-0.16253494,4.9953218,0.17036466,3.5542142,1.8505962,-0.30575544,CD11bhi_Monocyte_cells,1.8102986107692307,1.3902265,3;2;0;1;,-0x1,0x1,,1/6,3/4
4633,4.192107,1.6895901,1.2296168,2.4317675,1.5496546,-0.08043725,0.14852837,-0.091004096,5.2575116,1.9063838,3.881821,-0.15733965,-0.07418437,CD11bhi_Monocyte_cells,1.683385800307692,1.5496546,3;2;0;1;,-0x1,0x1,,1/6,3/4
4634,4.7099934,-0.18905543,-0.3640656,4.186532,2.4283311,-0.027009547,-0.21224445,-0.021172896,4.7909274,1.8680822,2.613133,-0.08066088,-0.0898178,CD11bhi_Monocyte_cells,1.5086901920769231,-0.021172896,3;2;0;1;,-0x1,0x1,,1/6,3/4
4635,4.8974805,1.2661296,-0.16027074,3.803509,2.5488985,1.2010405,0.8148097,-0.062256757,5.473395,0.54725045,4.320064,0.9336042,0.09797864,CD11bhi_Monocyte_cells,1.9755101994615385,1.2010405,3;2;0;1;,-0x1,0x1,,1/6,3/4
4636,3.6555007,0.31845707,-0.24051198,2.715124,-0.05324392,1.1606578,-0.2609114,-0.05909244,4.3039494,2.2479866,3.0769503,0.096865505,-0.7590428,CD11bhi_Monocyte_cells,1.2463606796153845,0.31845707,3;2;0;1;,-0x1,0x1,,1/6,3/4
4637,4.357261,-0.6696808,-0.09673753,3.463686,2.3662229,-0.08934419,-0.24742347,-0.07936621,4.949398,2.6644485,4.074533,0.06714167,0.58465934,CD11bhi_Monocyte_cells,1.6419075546153847,0.58465934,3;2;0;1;,-0x1,0x1,,1/6,3/4
4638,5.133043,-0.3365054,0.17125714,4.4316893,1.0656313,1.2072866,0.8215712,-0.054305036,5.2146525,2.2851763,3.5341866,0.13024527,1.3125094,CD11bhi_Monocyte_cells,1.9166490903076923,1.2072866,3;2;0;1;,-0x1,0x1,,1/6,3/4
4639,5.058922,0.28099835,-0.015542002,3.6502717,2.3289263,0.72300696,0.017087573,-0.0660159,5.278919,1.7782488,3.8239105,-0.115826376,0.68619,CD11bhi_Monocyte_cells,1.8022382234615384,0.72300696,3;2;0;1;,-0x1,0x1,,1/6,3/4
4640,4.5098014,0.5056367,0.6402928,3.29342,1.627033,-0.28427973,0.13790478,-0.050489966,5.1018004,-0.26078293,3.921267,0.6952813,0.5487467,CD11bhi_Monocyte_cells,1.5681254964615383,0.6402928,3;2;0;1;,-0x1,0x1,,1/6,3/4
4641,4.938389,-0.39879912,0.9293779,3.619371,2.7468643,-0.35036176,0.08970059,0.044584736,5.46053,1.6696122,4.1204724,1.0616909,-0.8291906,CD11bhi_Monocyte_cells,1.7770955035384615,1.0616909,3;2;0;1;,-0x1,0x1,,1/6,3/4
4642,4.654365,2.4646544,-0.10447827,3.3579886,2.1764987,-0.010659375,-0.13093412,-0.483857,4.7183595,2.1873395,3.493639,1.7819101,0.1208794,CD11bhi_Monocyte_cells,1.8635158026923082,2.1764987,3;2;0;1;,-0x1,0x1,,1/6,3/4
4643,4.9186726,-0.23903202,-0.22698414,3.5479631,2.8593655,0.8469255,0.37923515,0.1027978,5.517963,3.0834103,4.195953,0.7238419,-0.715062,CD11bhi_Monocyte_cells,1.92269613,0.8469255,3;2;0;1;,-0x1,0x1,,1/6,3/4
4644,4.8728476,0.32893565,0.3391285,4.1977696,-0.21729317,-0.098329864,0.4545948,0.8459057,4.831154,2.92552,3.7947404,0.3117249,0.6222185,CD11bhi_Monocyte_cells,1.7853012781538462,0.6222185,3;2;0;1;,-0x1,0x1,,1/6,3/4
4645,3.501301,0.90930116,-0.17099556,2.972642,1.5753493,0.056347825,-0.047647107,0.7830879,4.8144493,0.62595016,4.2862186,0.8278653,1.0833579,CD11bhi_Monocyte_cells,1.6320944444615384,0.90930116,3;2;0;1;,-0x1,0x1,,1/6,3/4
4646,4.076415,-0.13413054,-0.12156558,2.673292,0.5676263,0.19749077,-0.022563966,-0.05575043,4.141686,0.6532773,3.9789648,0.035667237,-1.3798032,CD11bhi_Monocyte_cells,1.1238927454615384,0.19749077,3;2;0;1;,-0x1,0x1,,1/6,3/4
4647,4.5115976,1.8355565,-0.010994858,2.5814953,2.4022748,1.6017485,0.20046383,1.5832558,4.8221126,2.730667,3.8727994,1.1808484,0.9747355,CD11bhi_Monocyte_cells,2.1758892593846153,1.8355565,3;2;0;1;,-0x1,0x1,,1/6,3/4
4648,3.717165,0.48820674,-0.2639478,3.3252285,1.2397599,-0.012469633,0.22187385,-0.05908982,4.178542,2.1167734,3.6969748,1.8369528,0.30804718,CD11bhi_Monocyte_cells,1.5995397628461536,1.2397599,3;2;0;1;,-0x1,0x1,,1/6,3/4
4649,5.005048,0.23897257,1.3158228,3.4679887,2.4001167,0.7637978,0.9040727,-0.6811356,5.78628,0.45615828,4.1138577,0.30773863,0.20787577,CD11bhi_Monocyte_cells,1.8681995423076925,0.9040727,3;2;0;1;,-0x1,0x1,,1/6,3/4
4650,4.7437754,-0.9326083,-1.1927587,4.3777437,2.5475662,-0.10841405,1.157326,-0.017566236,4.8707285,-0.07516071,3.8917673,0.061758187,-0.39350998,CD11bhi_Monocyte_cells,1.456203639307692,0.061758187,3;2;0;1;,-0x1,0x1,,1/6,3/4
4651,4.791082,2.336576,0.27657565,3.7400084,2.3743377,0.4422742,-0.0156133715,-0.06903056,4.7318325,3.0580928,3.558046,2.0056946,0.21362562,CD11bhi_Monocyte_cells,2.111038579884615,2.336576,3;2;0;1;,-0x1,0x1,,1/6,3/4
4652,4.320353,1.5011395,1.3221557,3.033639,2.8042529,0.15544212,1.2161448,0.81839687,5.2798595,1.1826003,3.878657,0.011601174,0.6159194,CD11bhi_Monocyte_cells,2.010781635692308,1.3221557,3;2;0;1;,-0x1,0x1,,1/6,3/4
4653,5.094352,0.532301,-0.13652825,2.7591233,2.8983119,0.2335721,0.14997217,0.21266437,3.5244648,3.8692288,2.231362,0.85124767,-0.41774377,CD11bhi_Monocyte_cells,1.6771021607692307,0.85124767,3;2;0;1;,-0x1,0x1,,1/6,3/4
4654,4.37244,0.5644989,-0.037641343,2.42083,2.509019,-0.047600448,0.20937708,-0.13564256,4.2526183,3.3658872,2.4146142,0.6266373,-0.62025946,CD11bhi_Monocyte_cells,1.5303675514615382,0.6266373,3;2;0;1;,-0x1,0x1,,1/6,3/4
4655,4.040617,-0.009001489,-0.12852724,3.3611133,1.2194078,0.25427184,-0.010550852,-0.07074181,5.000433,1.746534,3.8198643,0.85289264,0.058173124,CD11bhi_Monocyte_cells,1.5488065856153845,0.85289264,3;2;0;1;,-0x1,0x1,,1/6,3/4
4656,4.531946,-0.25918397,0.78479624,4.175636,1.0787653,0.497325,1.0741639,-0.0100895455,5.2300305,1.572369,3.8938508,-0.02147352,-1.8114513,CD11bhi_Monocyte_cells,1.5951295695769228,1.0741639,3;2;0;1;,-0x1,0x1,,1/6,3/4
4657,4.9347057,0.57473475,-0.23731826,4.0246944,1.8938332,0.21650757,-0.019540468,-0.14576797,5.4361024,2.0555787,4.3683147,0.46965158,1.5356126,CD11bhi_Monocyte_cells,1.9313160693846152,1.5356126,3;2;0;1;,-0x1,0x1,,1/6,3/4
4658,4.408174,0.6989329,-0.3387382,3.5387807,0.4283674,-0.15299316,0.2748612,-0.048683945,5.222317,0.9733579,3.542046,1.0528945,1.510431,CD11bhi_Monocyte_cells,1.623826715,0.9733579,3;2;0;1;,-0x1,0x1,,1/6,3/4
4659,4.214857,0.15564926,-0.099338815,3.7470694,0.28596738,1.9065877,-0.11430526,-0.08698036,4.202933,1.1781452,3.8816817,-0.15977713,1.1160432,CD11bhi_Monocyte_cells,1.5560409442307694,1.1160432,3;2;0;1;,-0x1,0x1,,1/6,3/4
4660,4.838507,1.1997403,-0.07063524,2.7455192,3.0056639,0.10778221,-0.061287127,0.5646662,5.199193,2.0583005,3.2225049,1.2145624,-1.6876283,CD11bhi_Monocyte_cells,1.7182222263846154,1.2145624,3;2;0;1;,-0x1,0x1,,1/6,3/4
4661,4.2384925,-0.1889073,0.48795313,2.6947107,0.7137755,1.2304808,0.5190567,-0.066640824,4.73776,1.1644526,4.6091623,-0.038887896,1.540143,CD11bhi_Monocyte_cells,1.6647347084615387,1.1644526,3;2;0;1;,-0x1,0x1,,1/6,3/4
4662,4.867429,1.0745801,1.2145648,2.709796,1.2262249,0.7230133,0.953374,0.41048387,5.636959,4.021001,5.0413113,1.166887,-0.9734048,CD11bhi_Monocyte_cells,2.1594014976923073,1.2145648,3;2;0;1;,-0x1,0x1,,1/6,3/4
4663,4.328313,1.469251,0.76081514,2.910715,0.5799869,0.27784178,0.5849776,-0.010790085,4.2667017,-0.28843132,4.384886,0.6861082,1.0409437,CD11bhi_Monocyte_cells,1.6147168165384613,0.76081514,3;2;0;1;,-0x1,0x1,,1/6,3/4
4664,3.8456802,0.93617725,-0.17844382,3.327264,1.3988285,-0.48199534,0.444512,-0.049121916,4.192587,1.5432807,3.4160028,-0.121100955,-0.2667847,CD11bhi_Monocyte_cells,1.3851450553076925,0.93617725,3;2;0;1;,-0x1,0x1,,1/6,3/4
4665,4.4810443,0.2520596,-0.036771126,3.853548,2.1996748,-0.1678327,-0.017954681,-0.09377763,4.483058,1.8841541,3.8009205,0.74810123,0.9523932,CD11bhi_Monocyte_cells,1.7183551994615383,0.9523932,3;2;0;1;,-0x1,0x1,,1/6,3/4
4666,4.873911,0.89987034,-0.012150669,2.9959488,0.8556965,0.18969192,1.1675297,0.60259104,4.5926976,2.2472913,4.174641,1.3959221,0.3022005,CD11bhi_Monocyte_cells,1.8681416254615386,1.1675297,3;2;0;1;,-0x1,0x1,,1/6,3/4
4667,4.4479766,0.35624954,-0.16015808,3.1481388,1.3874004,0.37149227,-0.01991595,0.29013035,5.2153435,1.2429067,4.941405,1.013687,1.1015812,CD11bhi_Monocyte_cells,1.795095179230769,1.1015812,3;2;0;1;,-0x1,0x1,,1/6,3/4
4668,4.0475984,0.061495453,-0.17866944,3.7632086,2.3073177,0.58317953,0.27684662,-0.044232942,5.085502,2.5349627,3.4156246,0.53700435,-1.618102,CD11bhi_Monocyte_cells,1.5978258131538463,0.58317953,3;2;0;1;,-0x1,0x1,,1/6,3/4
4669,4.318382,0.31738842,-0.10970614,3.3942385,2.1875818,0.8982224,-0.07314285,-0.10950222,4.411513,0.93721,2.863472,0.28249833,-0.19851066,CD11bhi_Monocyte_cells,1.4707418907692307,0.8982224,3;2;0;1;,-0x1,0x1,,1/6,3/4
4670,4.4069037,-1.0878023,-0.040615547,4.4318047,2.7051268,-0.35163045,-0.08288462,1.5319787,5.083301,1.7804493,3.6394289,0.8878144,-1.3185217,CD11bhi_Monocyte_cells,1.660411760230769,1.5319787,3;2;0;1;,-0x1,0x1,,1/6,3/4
4671,3.5401845,0.7254246,0.16103052,3.6320798,0.9952658,-0.1357708,-0.022775913,-0.06259682,4.2871513,1.8383331,3.623233,0.64556634,1.5161216,CD11bhi_Monocyte_cells,1.5956343866923073,0.9952658,3;2;0;1;,-0x1,0x1,,1/6,3/4
4672,4.3613963,-0.45484552,0.246361,3.2238562,2.5351999,-0.11424693,-0.08088032,-0.062763564,5.0080085,2.2819335,3.5135427,0.98314273,-1.9295706,CD11bhi_Monocyte_cells,1.5008564535384612,0.98314273,3;2;0;1;,-0x1,0x1,,1/6,3/4
4673,4.400071,0.89582276,-0.17514627,3.020623,0.5327725,-0.059198596,-0.25219646,-0.09561522,4.36484,0.7124464,2.8804226,-0.13838096,0.62686604,CD11bhi_Monocyte_cells,1.2856405226153846,0.62686604,3;2;0;1;,-0x1,0x1,,1/6,3/4
4674,4.618102,0.07792722,-0.46504974,4.1153975,1.0477979,0.4894151,-0.08885887,-0.1391229,5.202712,2.376942,3.8155336,0.38283727,0.7950227,CD11bhi_Monocyte_cells,1.7098965984615389,0.7950227,3;2;0;1;,-0x1,0x1,,1/6,3/4
4675,4.148647,0.7847227,0.5025814,3.6746597,1.2443019,0.20541218,0.27840444,-0.14058754,4.709603,1.4773902,4.238666,1.5825428,1.4024009,CD11bhi_Monocyte_cells,1.8545188215384614,1.4024009,3;2;0;1;,-0x1,0x1,,1/6,3/4
4676,4.796718,1.777259,0.15000136,3.6916742,2.416087,0.21397679,1.7269996,-0.5589361,4.7209644,2.3840263,4.051229,1.2204918,-0.95225036,CD11bhi_Monocyte_cells,1.9721723838461536,1.777259,3;2;0;1;,-0x1,0x1,,1/6,3/4
4677,3.698283,0.44988596,-0.054248128,2.7689915,-0.16656652,0.1281996,1.9720098,0.23568836,3.854673,0.3808643,3.2638502,0.2031373,-0.408315,CD11bhi_Monocyte_cells,1.2558810286153848,0.3808643,3;2;0;1;,-0x1,0x1,,1/6,3/4
4678,5.066158,0.0072030486,0.25264236,3.987632,2.306043,-0.25612184,-0.066192225,-0.026780473,4.947959,0.6216021,3.9306996,0.92025936,-1.1405828,CD11bhi_Monocyte_cells,1.5808093177384612,0.6216021,3;2;0;1;,-0x1,0x1,,1/6,3/4
4679,4.133917,1.5170244,-0.08357815,3.563231,-0.065771386,0.3487957,1.8104501,0.12176482,4.5237145,2.441294,4.148508,0.50553304,-0.32256848,CD11bhi_Monocyte_cells,1.7417165033846151,1.5170244,3;2;0;1;,-0x1,0x1,,1/6,3/4
4680,4.8352237,-0.5021145,-0.16342229,3.6300805,2.036969,-0.2825133,-0.040487446,1.1414546,4.685954,2.7006707,4.326564,0.74522585,-0.23760755,CD11bhi_Monocyte_cells,1.7596920972307695,1.1414546,3;2;0;1;,-0x1,0x1,,1/6,3/4
4681,4.560834,0.28727695,-0.026872333,3.6704147,2.1482155,0.16248885,1.2896601,-0.045932427,4.824361,1.1516997,4.334398,0.7109269,-0.08551829,CD11bhi_Monocyte_cells,1.7678425115384617,1.1516997,3;2;0;1;,-0x1,0x1,,1/6,3/4
4682,3.80501,1.2906775,-0.15502387,2.7527573,0.29520196,1.2792947,-0.031220121,-0.15526706,4.8388886,0.6908551,4.7854238,0.6497427,1.460936,CD11bhi_Monocyte_cells,1.654405893,1.2792947,3;2;0;1;,-0x1,0x1,,1/6,3/4
4683,3.7610712,0.63705677,-0.18994224,2.5688224,-0.0795892,-0.023920428,-0.060282044,0.11299823,3.6798716,-0.20676753,3.7088192,0.5735688,-1.3985411,CD11bhi_Monocyte_cells,1.0063973583076922,0.11299823,3;2;0;1;,-0x1,0x1,,1/6,3/4
4684,4.518364,-0.21929951,0.20098579,3.6625175,2.3321745,-0.15098342,1.0599523,0.27835682,5.115777,2.3319933,3.890129,1.9985145,0.56161225,CD11bhi_Monocyte_cells,1.9676995407692308,1.9985145,3;2;0;1;,-0x1,0x1,,1/6,3/4
4685,4.3318925,0.020969225,0.8915097,3.25799,-0.32746136,1.5413914,0.14027378,0.49664238,4.7971516,2.0858188,4.2657127,1.4206576,1.3498755,CD11bhi_Monocyte_cells,1.867109525,1.4206576,3;2;0;1;,-0x1,0x1,,1/6,3/4
4686,4.661082,0.73407197,-0.17030166,2.9176507,2.4715497,0.2612283,-0.2214964,1.7426803,4.8085027,2.156095,3.734129,1.3784654,0.35387355,CD11bhi_Monocyte_cells,1.9098100430769234,1.7426803,3;2;0;1;,-0x1,0x1,,1/6,3/4
4687,4.0677443,-0.14528869,-0.1620084,3.0580823,2.0415313,-0.06128887,0.7754963,0.2475,4.4140606,1.9965492,3.6636865,1.0505607,1.3806949,CD11bhi_Monocyte_cells,1.7174861646153845,1.3806949,3;2;0;1;,-0x1,0x1,,1/6,3/4
4688,4.1199946,0.91404474,-0.36845773,2.360352,-0.037888937,-0.08144052,0.85152996,0.11098046,5.100486,1.6656026,4.321479,0.37016398,0.32778382,CD11bhi_Monocyte_cells,1.5118946133076923,0.85152996,3;2;0;1;,-0x1,0x1,,1/6,3/4
4689,4.7615213,0.46765676,-0.01005793,3.9907303,1.715986,-0.13620125,0.30679727,0.4621704,4.993653,2.2023118,3.5581563,0.0578556,0.7571333,CD11bhi_Monocyte_cells,1.7790548346153847,0.7571333,3;2;0;1;,-0x1,0x1,,1/6,3/4
4690,4.5807357,1.1742953,-0.12715477,2.9707394,2.569683,0.5407865,-0.06624926,-0.092632994,4.6859403,1.822609,3.7881064,1.3602124,-1.0926968,CD11bhi_Monocyte_cells,1.7011057058461536,1.3602124,3;2;0;1;,-0x1,0x1,,1/6,3/4
4691,5.004642,0.13124666,-0.078448854,3.4756715,2.6970186,-0.13954294,0.80748105,-0.019544424,5.0970798,1.0864568,4.6755943,0.6584031,0.49537048,CD11bhi_Monocyte_cells,1.8378021593846154,0.80748105,3;2;0;1;,-0x1,0x1,,1/6,3/4
4692,3.6288962,1.0125052,-0.016041674,2.3607569,0.7789982,-0.0586951,-0.0852944,0.29865706,4.703963,0.35726306,4.6958203,0.2949724,0.789507,CD11bhi_Monocyte_cells,1.4431775496923076,0.7789982,3;2;0;1;,-0x1,0x1,,1/6,3/4
4693,4.6414704,0.8240529,0.42254132,4.266427,2.3172934,1.3121859,1.923264,0.027267585,5.144685,1.3271562,3.948753,0.34264657,0.98260593,CD11bhi_Monocyte_cells,2.1138730157692307,1.3271562,3;2;0;1;,-0x1,0x1,,1/6,3/4
4694,4.418988,-0.04344135,-0.0996642,3.4099224,2.8403082,-0.011699324,0.15652138,-0.18701017,4.469268,2.5418546,3.350779,1.7672467,-2.827541,CD11bhi_Monocyte_cells,1.521964018153846,1.7672467,3;2;0;1;,-0x1,0x1,,1/6,3/4
4695,4.742156,2.154305,-0.016604846,3.1919687,3.4721382,-0.017344778,-0.00248872,0.18605208,4.6451707,0.9907877,3.0719426,1.049531,-0.86209595,CD11bhi_Monocyte_cells,1.7388859758461535,1.049531,3;2;0;1;,-0x1,0x1,,1/6,3/4
4696,4.853902,1.5949271,-0.33932275,3.8041337,2.82584,2.0294397,1.53288,0.8695391,4.5143785,3.3067203,3.809622,1.7070307,-0.23309955,CD11bhi_Monocyte_cells,2.328922369230769,2.0294397,3;2;0;1;,-0x1,0x1,,1/6,3/4
4697,4.184742,-0.27685943,-0.15053578,3.1017394,2.276412,0.89233786,0.8393628,-0.04882628,4.531489,2.2669733,3.0613017,-0.14923926,-1.076575,CD11bhi_Monocyte_cells,1.4963324853846154,0.89233786,3;2;0;1;,-0x1,0x1,,1/6,3/4
4698,4.7887583,-0.15414149,-0.039998025,3.645315,2.5962358,-0.19714569,1.3046787,1.6347004,5.399793,1.9034086,3.5360546,1.5719274,-0.637591,CD11bhi_Monocyte_cells,1.950153507307692,1.6347004,3;2;0;1;,-0x1,0x1,,1/6,3/4
4699,4.3435035,-0.32199556,0.75131786,3.69179,1.0999879,0.3496826,0.3788225,1.6290689,4.703987,1.5816201,3.1210163,1.5776759,-1.6995342,CD11bhi_Monocyte_cells,1.6313032923076922,1.5776759,3;2;0;1;,-0x1,0x1,,1/6,3/4
4700,4.8455033,0.7537323,0.39555833,2.5538852,2.9518967,1.3319625,2.0212638,0.070849955,5.095062,2.0741472,2.8428218,-0.019056026,-0.46299085,CD11bhi_Monocyte_cells,1.8811258622307687,2.0212638,3;2;0;1;,-0x1,0x1,,1/6,3/4
4701,4.575428,-0.11887413,-0.042252067,3.9389803,1.2840476,0.659256,-0.09060679,-0.12004076,5.370043,0.4064601,3.9926116,0.25851977,-1.922809,CD11bhi_Monocyte_cells,1.399289509461538,0.4064601,3;2;0;1;,-0x1,0x1,,1/6,3/4
4702,4.677568,0.52828723,-0.25488535,3.7865403,4.0308776,1.052194,-0.074945554,-0.074322365,5.206873,1.3179239,4.0396852,0.29562512,0.652791,CD11bhi_Monocyte_cells,1.9372470831538462,1.052194,3;2;0;1;,-0x1,0x1,,1/6,3/4
4703,5.0093884,0.57963187,-0.03234064,3.7379684,2.1372275,1.1957284,0.98716253,-0.30665588,4.850322,0.28708485,3.2484517,1.8363217,1.1171082,CD11bhi_Monocyte_cells,1.8959537715384616,1.1957284,3;2;0;1;,-0x1,0x1,,1/6,3/4
